PlayerID,ID,ACT,1~10级消耗CHR1,1~10级加工1,1~10级击杀怪物1,1~10级维修机器人消耗1,1~10级部件制造1,1~10级采矿1,对外发布雇佣兵委托1次,累计对外出租1艘矿船,累计对外出租2艘战舰,持有AlphaGate紫_1,持有AlphaGate红_1,持有AlphaGate蓝_1,持有AlphaGate金_1,持有Founder_Spaceship_1,持有紫色T1_1,持有紫色T1_3,持有紫色T1_5,持有紫色T1_30,持有紫色T1_50,持有紫色T1_10,持有紫色T1探索船_1,持有紫色T1探索船_3,持有紫色T1探索船_5,持有紫色T1探索船_30,持有紫色T1探索船_50,持有紫色T1探索船_10,持有紫色T1矿船_1,持有紫色T1矿船_3,持有紫色T1矿船_5,持有紫色T1矿船_30,持有紫色T1矿船_50,持有紫色T1矿船_10,持有紫色T2_1,持有紫色T2_3,持有紫色T2_5,持有紫色T2_30,持有紫色T2_50,持有紫色T2_10,持有紫色T2矿船_1,持有紫色T2矿船_3,持有紫色T2矿船_5,持有紫色T2矿船_30,持有紫色T2矿船_50,持有紫色T2矿船_10,持有紫色T3矿船_1,持有紫色T3矿船_3,持有紫色T3矿船_5,持有紫色T3矿船_30,持有紫色T3矿船_50,持有紫色T3矿船_10,组合AG一套,成就头像任意_1,成就头像任意_2,成就头像任意_3,成就头像任意_4,成就头像任意_5,成就头像任意_6,成就头像任意_8,成就头像任意_10,持有无聊猿金属唱片_1,持有OG,个人加成,永久成就点数,活跃分数,持有成就点数,核对活跃,核对持有,EIDRepeat,PIDRepeat
72057594138928468,72057594138848104,1711929600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,400,0,0,Go,Go,0,0,
72057594138928337,72057594139707479,1711929600,0,0,0,200,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3750,0,0,0,0,0,0,0,0,0,1,600,200,9750,Go,Go,0,0,
72057594133528911,72057594133945289,1711929600,75,0,150,200,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16900,555,0,Go,Go,0,0,
72057594136129368,72057594135958916,1711929600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Go,Go,0,0,
72057594364328199,72057594363939060,1711929600,75,0,150,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5600,425,0,Go,Go,0,0,
72057594367528727,72057594367037354,1711929600,75,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5600,275,0,Go,Go,0,0,
72057594267528620,72057594296182368,1711929600,75,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3750,0,0,0,0,0,0,0,0,0,1,1600,225,3750,Go,Go,0,0,
72057594144331160,72057594159779008,1711929600,75,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,275,0,Go,Go,0,0,
72057594133528378,72057594133786450,1711929600,75,0,150,200,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13400,555,0,Go,Go,0,0,
72057594133529817,72057594134576133,1711929600,75,130,150,200,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3750,0,0,0,0,0,0,0,0,0,1,16550,685,3750,Go,Go,0,0,
72057594133530139,72057594134480462,1711929600,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,200,0,Go,Go,0,0,
72057594133529233,72057594134480564,1711929600,75,0,150,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8900,425,0,Go,Go,0,0,
72057594346127956,72057594346735327,1711929600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Go,Go,0,0,
72057594133530150,72057594134482203,1711929600,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3750,3750,3750,3750,3750,3750,7500,7500,0,0,1,0,150,37500,Go,Go,0,0,
72057594133528582,72057594133843250,1711929600,75,130,150,200,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3750,3750,3750,0,0,0,0,0,250,0,1,63650,685,11500,Go,Go,0,0,
72057594133530253,72057594134513540,1711929600,75,0,150,200,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1600,555,0,Go,Go,0,0,
72057594133529821,72057594138868471,1711929600,75,130,150,200,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3750,0,0,0,0,0,0,0,0,0,1,20600,815,3750,Go,Go,0,0,
72057594133530193,72057594134499432,1711929600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3750,3750,3750,0,0,0,0,0,0,0,1,0,0,11250,Go,Go,0,0,
72057594138928218,72057594138782401,1711929600,75,130,150,200,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21100,685,0,Go,Go,0,0,
72057594133529362,72057594134102133,1711929600,75,130,150,200,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72450,815,0,Go,Go,0,0,
72057594133530136,72057594134579423,1711929600,75,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,275,0,Go,Go,0,0,
72057594133528712,72057594133879965,1711929600,75,130,150,200,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3750,3750,0,0,0,0,0,0,0,0,1,80550,815,7500,Go,Go,0,0,
72057594133530286,72057594134585743,1711929600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Go,Go,0,0,
72057594138928447,72057594139976097,1711929600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Go,Go,0,0,
72057594133528825,72057594133913712,1711929600,75,0,150,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4300,425,0,Go,Go,0,0,
72057594144331115,72057594159769466,1711929600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Go,Go,0,0,
72057594133528569,72057594133840388,1711929600,75,130,150,200,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3750,0,0,0,0,0,0,0,0,0,1,20800,685,3750,Go,Go,0,0,
72057594133530275,72057594134518388,1711929600,75,0,150,200,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28550,555,0,Go,Go,0,0,
72057594133529910,72057594134515010,1711929600,75,0,150,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13300,425,0,Go,Go,0,0,
72057594144328904,72057594146135930,1711929600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,150,150,1125,1500,375,125,250,250,1875,5500,625,375,750,750,5625,16500,1875,450,900,900,6750,9000,2250,1125,2250,2250,16875,49500,5625,5000,10000,10000,75000,220000,25000,0,0,0,0,0,0,0,0,0,0,0,1,EmptyData,0,480750,NotMatch,NotMatch,0,0,
72057594133530332,72057594134931986,1711929600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Go,Go,0,0,
72057594367528743,72057594367042471,1711929600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,400,0,0,Go,Go,0,0,
72057594136128906,72057594138753102,1711929600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,400,0,0,Go,Go,0,0,
72057594144329784,72057594156982544,1711929600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,150,150,1125,1500,375,125,250,250,1875,5500,625,375,750,750,5625,16500,1875,450,900,900,6750,9000,2250,1125,2250,2250,16875,49500,5625,5000,10000,10000,75000,220000,25000,0,0,0,0,0,0,0,0,0,0,0,1,EmptyData,0,480750,NotMatch,NotMatch,0,0,
72057594133528757,72057594133890935,1711929600,75,130,150,200,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24800,685,0,Go,Go,0,0,
72057594133530304,72057594134586950,1711929600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,400,0,0,Go,Go,0,0,
72057594138928262,72057594138727858,1711929600,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,400,200,0,Go,Go,0,0,
72057594133530318,72057594134587459,1711929600,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1600,150,0,Go,Go,0,0,
72057594144330763,72057594160128848,1711929600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Go,Go,0,0,
72057594133528401,72057594133789694,1711929600,75,130,150,200,130,130,0,0,0,0,0,0,0,625,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3750,0,0,0,0,0,0,0,250,0,1,34000,815,4700,Go,Go,0,0,
72057594133530358,72057594134589004,1711929600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3750,0,0,0,0,0,0,0,250,0,1,0,0,4000,Go,Go,0,0,
72057594144329388,72057594149730822,1711929600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Go,Go,0,0,
72057594133530335,72057594134934632,1711929600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3750,0,0,0,0,0,0,0,0,0,1,600,0,3750,Go,Go,0,0,
72057594133530377,72057594134590541,1711929600,75,0,150,200,130,130,0,0,0,0,0,0,0,625,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51450,685,700,Go,Go,0,0,
72057594249328376,72057594298007881,1711929600,75,0,150,200,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9200,555,0,Go,Go,0,0,
72057594133530398,72057594134947604,1711929600,75,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3700,275,0,Go,Go,0,0,
72057594144329770,72057594158928392,1711929600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,150,150,1125,1500,375,125,250,250,1875,5500,625,375,750,750,5625,16500,1875,450,900,900,6750,9000,2250,1125,2250,2250,16875,49500,5625,5000,10000,10000,75000,220000,25000,0,0,0,0,0,0,0,0,0,0,0,1,EmptyData,0,480750,NotMatch,NotMatch,0,0,
72057594138928008,72057594138372785,1711929600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Go,Go,0,0,
72057594133530458,72057594134967779,1711929600,0,0,150,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3750,3750,3750,3750,0,0,0,0,0,0,1,2800,350,15000,Go,Go,0,0,
72057594133530433,72057594134962892,1711929600,75,0,150,200,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22400,555,0,Go,Go,0,0,
72057594364328302,72057594363945292,1711929600,75,130,150,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15700,555,0,Go,Go,0,0,
72057594138928225,72057594138675174,1711929600,75,0,150,200,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3750,0,0,0,0,0,0,0,0,0,1,4200,685,3750,Go,Go,0,0,
72057594133528145,72057594133753028,1711929600,75,130,150,200,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3750,0,0,0,0,0,0,0,0,0,1,14900,685,3750,Go,Go,0,0,
72057594133530570,72057594134599873,1711929600,75,0,150,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11500,425,0,Go,Go,0,0,
72057594138928443,72057594139970261,1711929600,75,130,150,200,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13200,685,0,Go,Go,0,0,
72057594133530617,72057594134601649,1711929600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Go,Go,0,0,
72057594133529359,72057594134102792,1711929600,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1400,200,0,Go,Go,0,0,
72057594136128012,72057594135733128,1711929600,75,0,150,200,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5800,555,0,Go,Go,0,0,
72057594133530582,72057594134993082,1711929600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Go,Go,0,0,
72057594133528192,72057594133758225,1711929600,75,130,150,200,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3750,0,0,0,0,0,0,0,0,0,1,108700,815,3750,Go,Go,0,0,
72057594144329634,72057594159494201,1711929600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,150,150,1125,1500,375,125,250,250,1875,5500,625,375,750,750,5625,16500,1875,450,900,900,6750,9000,2250,1125,2250,2250,16875,49500,5625,5000,10000,10000,75000,220000,25000,0,0,0,0,0,0,0,0,0,0,0,1,EmptyData,0,480750,NotMatch,NotMatch,0,0,
72057594144329153,72057594147358138,1711929600,75,0,150,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,425,0,Go,Go,0,0,
72057594133530575,72057594134599884,1711929600,75,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,900,275,0,Go,Go,0,0,
72057594138928324,72057594138809133,1711929600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Go,Go,0,0,
72057594144330275,72057594156551746,1711929600,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,200,0,Go,Go,0,0,
72057594138928504,72057594138854375,1711929600,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,800,200,0,Go,Go,0,0,
72057594133529955,72057594138753192,1711929600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,150,150,1125,1500,375,125,250,250,1875,5500,625,375,750,750,5625,16500,1875,450,900,900,6750,9000,2250,1125,2250,2250,16875,49500,5625,5000,10000,10000,75000,220000,25000,0,0,0,0,0,0,0,0,0,0,0,1,EmptyData,0,480750,NotMatch,NotMatch,0,0,
72057594138928414,72057594139894195,1711929600,75,130,150,200,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12400,815,0,Go,Go,0,0,
72057594136129482,72057594138607843,1711929600,0,0,0,200,0,0,0,0,0,0,0,0,0,625,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3750,0,0,0,0,0,0,0,0,0,1,800,200,4450,Go,Go,0,0,
72057594138928011,72057594138735905,1711929600,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.025000e+00,0,0,5000,Go,Go,0,0,
72057594364328325,72057594362769593,1711929600,75,0,150,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4800,425,0,Go,Go,0,0,
72057594136127962,72057594135340914,1711929600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Go,Go,0,0,
72057594138928430,72057594139935780,1711929600,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3750,3750,0,0,0,0,0,0,0,0,1,800,200,7500,Go,Go,0,0,
72057594133529629,72057594135729757,1711929600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,400,0,0,Go,Go,0,0,
72057594136127941,72057594135729098,1711929600,75,0,150,200,0,130,0,0,0,0,0,0,0,625,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3750,3750,3750,3750,3750,3750,7500,0,0,0,1,9100,555,30700,Go,Go,0,0,
72057594133529431,72057594134112114,1711929600,75,130,150,200,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76000,815,0,Go,Go,0,0,
72057594133529874,72057594135338201,1711929600,75,0,150,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4500,425,0,Go,Go,0,0,
72057594367528853,72057594367089282,1711929600,75,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4000,275,0,Go,Go,0,0,
72057594165528199,72057594165841775,1711929600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Go,Go,0,0,
72057594165528106,72057594166289351,1711929600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Go,Go,0,0,
